iter	Passed	Remaining
502	9060	8952
503	9079	8935
504	9097	8917
505	9114	8898
506	9132	8880
507	9150	8862
508	9169	8844
509	9186	8826
510	9206	8809
511	9224	8792
512	9242	8774
513	9259	8754
514	9277	8736
515	9294	8718
516	9311	8699
517	9328	8680
518	9346	8662
519	9365	8645
520	9383	8626
521	9400	8608
522	9418	8590
523	9435	8571
524	9453	8553
525	9470	8534
526	9487	8515
527	9505	8497
528	9522	8478
529	9539	8459
530	9555	8440
531	9572	8420
532	9591	8403
533	9609	8385
534	9628	8368
535	9644	8349
536	9662	8330
537	9679	8312
538	9696	8293
539	9715	8276
540	9732	8257
541	9749	8238
542	9766	8219
543	9784	8201
544	9802	8183
545	9821	8166
546	9838	8147
547	9855	8128
548	9871	8109
549	9889	8091
550	9906	8072
551	9923	8054
552	9939	8034
553	9957	8016
554	9973	7996
555	9991	7978
556	10009	7960
557	10027	7942
558	10044	7924
559	10062	7906
560	10078	7886
561	10095	7868
562	10113	7850
563	10132	7832
564	10149	7814
565	10166	7795
566	10184	7777
567	10201	7758
568	10218	7740
569	10237	7723
570	10256	7705
571	10275	7689
572	10293	7670
573	10310	7651
574	10325	7632
575	10343	7613
576	10361	7595
577	10378	7577
578	10396	7559
579	10416	7542
580	10435	7526
581	10454	7508
582	10471	7490
583	10489	7471
584	10506	7453
585	10523	7434
586	10540	7416
587	10558	7398
588	10575	7379
589	10592	7360
590	10609	7342
591	10626	7323
592	10642	7304
593	10660	7286
594	10677	7267
595	10695	7249
596	10712	7231
597	10730	7213
598	10746	7194
599	10763	7175
600	10780	7156
601	10796	7138
602	10814	7120
603	10832	7102
604	10851	7084
605	10869	7066
606	10885	7048
607	10902	7029
608	10920	7011
609	10937	6992
610	10955	6975
611	10973	6956
612	10991	6939
613	11009	6921
614	11025	6902
615	11044	6884
616	11061	6866
617	11079	6848
618	11097	6830
619	11114	6812
620	11131	6793
621	11147	6774
622	11164	6755
623	11182	6738
624	11200	6720
625	11218	6702
626	11236	6684
627	11254	6666
628	11270	6647
629	11288	6629
630	11304	6610
631	11321	6592
632	11337	6573
633	11354	6554
634	11371	6536
635	11387	6517
636	11404	6498
637	11421	6480
638	11437	6461
639	11455	6443
640	11471	6425
641	11488	6406
642	11506	6388
643	11524	6370
644	11543	6353
645	11560	6335
646	11576	6316
647	11594	6298
648	11612	6280
649	11630	6262
650	11648	6244
651	11665	6226
652	11683	6208
653	11700	6190
654	11717	6171
655	11736	6154
656	11752	6135
657	11769	6117
658	11787	6099
659	11805	6081
660	11822	6063
661	11839	6044
662	11856	6026
663	11872	6007
664	11889	5989
665	11925	5980
666	11942	5962
667	11959	5943
668	11976	5925
669	11992	5906
670	12011	5889
671	12030	5871
672	12046	5853
673	12064	5835
674	12081	5817
675	12098	5798
676	12115	5780
677	12132	5762
678	12151	5744
679	12168	5726
680	12185	5708
681	12202	5689
682	12218	5671
683	12235	5652
684	12254	5635
685	12271	5617
686	12287	5598
687	12305	5580
688	12321	5561
689	12338	5543
690	12356	5525
691	12372	5506
692	12390	5489
693	12406	5470
694	12425	5452
695	12444	5435
696	12462	5417
697	12480	5399
698	12497	5381
699	12514	5363
700	12532	5345
701	12550	5327
702	12568	5309
703	12586	5292
704	12604	5274
705	12621	5255
706	12638	5237
707	12654	5219
708	12671	5201
709	12689	5183
710	12708	5165
711	12726	5147
712	12745	5130
713	12762	5111
714	12780	5094
715	12798	5076
716	12816	5058
717	12833	5040
718	12850	5022
719	12867	5003
720	12884	4985
721	12902	4967
722	12919	4949
723	12935	4931
724	12952	4912
725	12972	4895
726	12990	4877
727	13007	4859
728	13025	4842
729	13042	4823
730	13059	4805
731	13075	4787
732	13093	4769
733	13110	4751
734	13127	4732
735	13143	4714
736	13160	4696
737	13178	4678
738	13194	4660
739	13212	4642
740	13229	4624
741	13247	4606
742	13264	4588
743	13281	4569
744	13298	4551
745	13315	4533
746	13333	4515
747	13349	4497
748	13366	4479
749	13383	4461
750	13401	4443
751	13419	4425
752	13437	4407
753	13453	4389
754	13470	4371
755	13487	4353
756	13506	4335
757	13523	4317
758	13540	4299
759	13557	4281
760	13574	4263
761	13590	4244
762	13607	4226
763	13625	4209
764	13642	4190
765	13660	4172
766	13676	4154
767	13694	4137
768	13713	4119
769	13731	4101
770	13748	4083
771	13766	4065
772	13783	4047
773	13800	4029
774	13817	4011
775	13835	3993
776	13853	3975
777	13869	3957
778	13886	3939
779	13903	3921
780	13921	3903
781	13938	3885
782	13955	3867
783	13971	3849
784	13988	3831
785	14004	3813
786	14022	3795
787	14041	3777
788	14058	3759
789	14076	3741
790	14094	3723
791	14111	3705
792	14128	3688
793	14146	3670
794	14164	3652
795	14181	3634
796	14198	3616
797	14216	3598
798	14233	3580
799	14251	3562
800	14268	3544
801	14285	3526
802	14301	3508
803	14318	3490
804	14335	3472
805	14352	3454
806	14369	3436
807	14388	3418
808	14406	3401
809	14423	3383
810	14441	3365
811	14459	3347
812	14475	3329
813	14492	3311
814	14510	3293
815	14526	3275
816	14543	3257
817	14561	3239
818	14577	3221
819	14608	3206
820	14625	3188
821	14643	3170
822	14661	3153
823	14679	3135
824	14696	3117
825	14713	3099
826	14731	3081
827	14748	3063
828	14764	3045
829	14781	3027
830	14797	3009
831	14813	2991
832	14832	2973
833	14850	2955
834	14867	2937
835	14885	2920
836	14902	2902
837	14918	2884
838	14935	2866
839	14952	2848
840	14968	2830
841	14987	2812
842	15005	2794
843	15023	2776
844	15041	2759
845	15058	2741
846	15076	2723
847	15093	2705
848	15111	2687
849	15128	2669
850	15145	2651
851	15162	2633
852	15180	2616
853	15197	2598
854	15216	2580
855	15233	2562
856	15250	2544
857	15267	2526
858	15284	2508
859	15302	2491
860	15320	2473
861	15336	2455
862	15353	2437
863	15370	2419
864	15388	2401
865	15405	2383
866	15421	2365
867	15438	2347
868	15455	2329
869	15471	2311
870	15490	2294
871	15507	2276
872	15525	2258
873	15543	2240
874	15560	2222
875	15577	2205
876	15594	2187
877	15611	2169
878	15631	2151
879	15648	2133
880	15667	2116
881	15683	2098
882	15700	2080
883	15717	2062
884	15735	2044
885	15752	2026
886	15770	2009
887	15787	1991
888	15805	1973
889	15823	1955
890	15840	1937
891	15857	1919
892	15874	1902
893	15892	1884
894	15909	1866
895	15926	1848
896	15943	1830
897	15960	1812
898	15977	1794
899	15994	1777
900	16011	1759
901	16029	1741
902	16047	1723
903	16066	1706
904	16084	1688
905	16101	1670
906	16118	1652
907	16136	1634
908	16153	1617
909	16171	1599
910	16189	1581
911	16205	1563
912	16222	1545
913	16239	1528
914	16257	1510
915	16274	1492
916	16291	1474
917	16308	1456
918	16324	1438
919	16341	1421
920	16358	1403
921	16374	1385
922	16390	1367
923	16407	1349
924	16424	1331
925	16443	1314
926	16462	1296
927	16481	1278
928	16499	1260
929	16515	1243
930	16533	1225
931	16550	1207
932	16569	1189
933	16586	1172
934	16603	1154
935	16620	1136
936	16638	1118
937	16655	1100
938	16672	1083
939	16689	1065
940	16705	1047
941	16723	1029
942	16740	1011
943	16756	994
944	16774	976
945	16790	958
946	16807	940
947	16824	922
948	16844	905
949	16863	887
950	16880	869
951	16897	851
952	16914	834
953	16931	816
954	16948	798
955	16965	780
956	16982	763
957	17000	745
958	17017	727
959	17034	709
960	17050	691
961	17067	674
962	17084	656
963	17101	638
964	17119	620
965	17136	603
966	17154	585
967	17171	567
968	17189	549
969	17206	532
970	17223	514
971	17240	496
972	17259	478
973	17276	461
974	17294	443
975	17310	425
976	17326	407
977	17343	390
978	17360	372
979	17376	354
980	17393	336
981	17410	319
982	17427	301
983	17445	283
984	17462	265
985	17478	248
986	17495	230
987	17512	212
988	17528	194
989	17544	177
990	17562	159
991	17578	141
992	17595	124
993	17613	106
994	17630	88
995	17647	70
996	17665	53
997	17683	35
998	17703	17
999	17719	0
