iter	Logloss
834	0.2726064188
835	0.2725660483
836	0.272559238
837	0.2725489784
838	0.272534937
839	0.272514292
840	0.2724967128
841	0.2724685541
842	0.2724509277
843	0.2724318474
844	0.2724174283
845	0.2723970987
846	0.2723796864
847	0.2723621991
848	0.2723444748
849	0.2723339758
850	0.2723167079
851	0.2723010071
852	0.2722902438
853	0.2722666962
854	0.2722559174
855	0.2722364314
856	0.2722213271
857	0.2722010175
858	0.2721901878
859	0.2721711469
860	0.2721602975
861	0.2721473788
862	0.2721263358
863	0.2720884665
864	0.2720736949
865	0.2720566785
866	0.2720453502
867	0.2720260512
868	0.272009435
869	0.2719872577
870	0.2719800974
871	0.2719637149
872	0.2719494864
873	0.271929538
874	0.2719142702
875	0.2719096915
876	0.2718955507
877	0.2718795375
878	0.2718565784
879	0.2718012247
880	0.2717854788
881	0.2717766193
882	0.2717583287
883	0.2717383478
884	0.2717226605
885	0.2717051445
886	0.2716933632
887	0.2716738716
888	0.2716586389
889	0.2716384758
890	0.2716211238
891	0.2715998306
892	0.2715901331
893	0.2715729272
894	0.2715564413
895	0.2715491447
896	0.2715383987
897	0.2715248703
898	0.2715029678
899	0.2714859071
900	0.2714666124
901	0.2714451437
902	0.2714216281
903	0.2713888686
904	0.2713712534
905	0.2713600311
906	0.2713461937
907	0.2713313672
908	0.2713183435
909	0.271272905
910	0.2712509683
911	0.2712395947
912	0.2712115337
913	0.2711933884
914	0.2711710843
915	0.271166291
916	0.2711553923
917	0.2711342485
918	0.2711181746
919	0.2711016248
920	0.2710944327
921	0.2710776564
922	0.2710723856
923	0.2710365967
924	0.271020219
925	0.2710094702
926	0.2710016943
927	0.2709697488
928	0.2709560291
929	0.270939563
930	0.270925312
931	0.2709000037
932	0.2708813765
933	0.2708644812
934	0.2708420346
935	0.2708319481
936	0.2708250395
937	0.2708112556
938	0.2707951729
939	0.2707812505
940	0.2707700746
941	0.2707471008
942	0.2707409476
943	0.2707269516
944	0.2707106473
945	0.2706964876
946	0.2706710599
947	0.2706614429
948	0.2706426816
949	0.2706281274
950	0.270616212
951	0.2706043027
952	0.2705898062
953	0.2705707147
954	0.2705614209
955	0.270550473
956	0.2705312584
957	0.2705113837
958	0.2704975766
959	0.2704748662
960	0.2704602834
961	0.2704554427
962	0.2704432953
963	0.2704317064
964	0.2704168307
965	0.2703976851
966	0.2703720261
967	0.2703508882
968	0.2703372571
969	0.2703239835
970	0.2703006216
971	0.2702804529
972	0.2702603627
973	0.2702425056
974	0.2702232378
975	0.2702078818
976	0.2701898123
977	0.2701684811
978	0.2701554816
979	0.2701380391
980	0.2701182391
981	0.2701005771
982	0.2700850882
983	0.2700721571
984	0.2700607483
985	0.2700472476
986	0.2700322173
987	0.2700205052
988	0.270001909
989	0.2699889677
990	0.2699827167
991	0.2699580144
992	0.2699358685
993	0.2699177646
994	0.2699098213
995	0.269901424
996	0.269881414
997	0.2698618327
998	0.2698489819
999	0.2698327713
